更新时间: 2026-09-05 06:15:10（北京时间）仅供娱乐,切勿商用。
青神综合频道,http://lmt.scqstv.com/live1/live1.m3u8
仁寿综合频道,http://play.scrstv.com/TV/xwzh.m3u8
乐至综合频道,http://175.155.106.72:89/live1/live1.m3u8
甘洛综合频道,http://live.sctvcloud.com/live/ganluo/playlist.m3u8
会东综合频道,http://112.45.133.129:90/live/xwzh.m3u8
会东综合频道,http://live.schdxww.com:90/live/xwzh.m3u8
会理新闻频道,http://live.sctvcloud.com/live/huili/playlist.m3u8
雷波综合频道,http://lbzb.yd-data.com/live/0000.flv?auth_key=%2A%2A%2A
宁南新闻综合,http://live.sctvcloud.com/live/ningnantv1/playlist.m3u8
西昌综合频道,http://103.252.251.199:18085/hls/xichangweishi.m3u8
昭觉综合频道,http://live.sctvcloud.com/live/zhaojue/playlist.m3u8
德格综合频道,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel5/playlist.m3u8
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
石渠综合频道,http://tv.drs.ganzitv.com:8100/channellive/shiqu.flv
汉源综合频道,http://live.hyxrmt.com:85/live/xwpd.m3u8
平昌新闻综合,http://live.sctvcloud.com/live/pingchang/playlist.m3u8
通江新闻综合,http://live.sctvcloud.com/live/bztongjiang/playlist.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
马边电视台,http://tvfile.mb.lsrm.org.cn/nmip-media/channellive/channel104860/playlist.m3u8
沐川综合频道,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8
沙湾综合频道,http://tvfile.sw.lsrm.org.cn/cms/videos/nmip-media-sw/channellive/channel1/playlist.m3u8
金口河综合频道,http://live.sctvcloud.com/live/jinkouhe/playlist.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
纳溪新闻频道,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
蓬溪新闻综合,http://live.sctvcloud.com/live/pengxilive/playlist.m3u8
邻水新闻综合,http://live.sctvcloud.com/live/linshui/playlist.m3u8
武胜综合频道,http://live2.gatv.com.cn:86/live/WS.m3u8
安州新闻频道,http://live.sctvcloud.com/live/anzhoutv1/playlist.m3u8
北川电视一套,http://live.sctvcloud.com/live/bcgqlive/playlist.m3u8
江油新闻综合,http://live.sctvcloud.com/live/jiangyou/playlist.m3u8
平武综合频道,http://live.sctvcloud.com/live/pwtv/playlist.m3u8
三台电视一套,http://125.65.94.91:12351/live
三台电视二套,http://125.65.94.91:12353/live
盐亭综合频道,http://live.sctvcloud.com/live/yttv/playlist.m3u8
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8
西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8
武清综合频道,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8
哈密一套,http://stream.hmgbtv.com/hm1/hd/live.m3u8
哈密二套,http://stream.hmgbtv.com/hm2/hd/live.m3u8
哈密三套,http://stream.hmgbtv.com/hm3/hd/live.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
和田维语综合,http://202.107.188.141:5002/hetiankzkt2_hdcq.m3u8?token=%2A%2A%2A
裕民汉语,http://117.190.130.4:8081/out_1/index.m3u8
裕民哈语,http://117.190.130.4:8081/out_2/index.m3u8
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
伊宁汉语综合,http://222.81.61.37:9898/out_1/index.m3u8
伊宁维吾尔语,http://222.81.61.37:9898/out_2/index.m3u8
霍尔果斯综合,http://117.190.118.175:9090/stream1/m2e2000.m3u8
九师电视台,https://liveout.btzx.com.cn/3pyc0h/dbfvwu.m3u8
可克达拉综合,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
图木舒克综合,http://test5.btzx.com.cn/live/disanshi.stream/playlist.m3u8
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/playlist.m3u8
石河子影视文体,http://202.107.188.141:5002/shiheziyinshiwenti_hdgq.m3u8?token=%2A%2A%2A
西藏藏语,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
拉萨汉语综合,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
拉萨藏语综合,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
拉萨文旅频道,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel3/playlist.m3u8
云南澜湄国际,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8
昆明新闻综合,http://wshls.live.migucloud.com/live/01YCQY7M_C0/playlist.m3u8
昆明新闻综合,http://devlivepull.migucloud.com/live/01YCQY7M_C0.flv
昆明经济生活,http://wshls.live.migucloud.com/live/JT9JEQ54_C0_2/playlist.m3u8
昆明经济生活,http://devlivepull.migucloud.com/live/JT9JEQ54_C0_2.flv
昆明科学教育,http://wshls.live.migucloud.com/live/ZBXWIMTD_C0_2/playlist.m3u8
昆明科学教育,http://devlivepull.migucloud.com/live/ZBXWIMTD_C0_2.flv
昆明影视综艺,http://wshls.live.migucloud.com/live/KYLNJWFD_C0_2/playlist.m3u8
昆明影视综艺,http://devlivepull.migucloud.com/live/KYLNJWFD_C0_2.flv
昆明公共频道,http://wshls.live.migucloud.com/live/UD0YLY2G_C0_3/playlist.m3u8
昆明公共频道,http://devlivepull.migucloud.com/live/UD0YLY2G_C0_3.flv
玉溪综合,https://hwapi.yunshicloud.com/r5fc3f/3l9g1m.m3u8
德宏新闻综合,http://hw-play.lezhibo.com/live/0c86d6ff906e424fb4457a4806f645ea.m3u8
德宏公共民语,http://hw-play.lezhibo.com/live/0e0bf436ed2847eaa7083a11c185f221.m3u8
红河州新闻综合,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
红河州新闻综合,http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv
红河州公共频道,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
红河州公共频道,http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv
文山州新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
普洱新闻综合,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel12/playlist.m3u8
普洱公共频道,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel27/playlist.m3u8
普洱科教频道,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel28/playlist.m3u8
临沧综合,https://hwapi.yunshicloud.com/6tt654/1i495z.m3u8
临沧公共,https://hwapi.yunshicloud.com/6tt654/drfs5s.m3u8
保山一套,http://liveynbsdst.chinamcache.com/live/zb01.m3u8?auth_key=%2A%2A%2A
保山二套,http://liveynbsdst.chinamcache.com/live/zb02.m3u8?auth_key=%2A%2A%2A
保山三套,http://liveynbsdst.chinamcache.com/live/zb03.m3u8?auth_key=%2A%2A%2A
西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
西双版纳公共,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
新平综合,http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8
巧家综合,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8
彝良综合,http://livebroadcast.ccwb.cn/live/w1606370492402991.m3u8
永善综合,http://livebroadcastys.ccwb.cn/live/w1640068184635996.m3u8
镇雄电视台,http://livebroadcast.ccwb.cn/live/w1606722098119972.m3u8
福贡综合,http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8
贡山综合,http://livebroadcast.ccwb.cn/live/w1609121671179943.m3u8
兰坪综合,http://livebroadcast.ccwb.cn/live/w1628850306485945.m3u8
兰坪综合,https://hwapi.yunshicloud.com/qzth63/jw2995.m3u8
泸水综合,http://livebroadcast.ccwb.cn/live/w1596164431584927.m3u8
个旧综合,http://tv.drs.hhtv.cc:8100/channellive/gjdst.flv
个旧综合,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel6/playlist.m3u8
红河县综合,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel3/playlist.m3u8
红河县综合,http://tv.drs.hhtv.cc:8100/channellive/hhxdst.flv
屏边综合,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel5/playlist.m3u8
元阳综合,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
元阳综合,http://tv.drs.hhtv.cc:8100/channellive/yydst.flv
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
麻栗坡电视台,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv
大理市新闻综合,https://hwapi.yunshicloud.com/iaef5d/4jjy56.m3u8
宾川一套,https://hwapi.yunshicloud.com/izn8ol/35s3my.m3u8
宾川一套,http://live.bcrmtzx.com/tv01/sd/live.m3u8
耿马综合,https://hwapi.yunshicloud.com/48td74/1t0g2n.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/720p.m3u8
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/360p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
舟山新闻综合,http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8
温州新闻综合,http://live.wzqmt.com/wztv1/sd/live.m3u8
温州经济科教,http://live.wzqmt.com/wztv2/sd/live.m3u8
温州都市生活,http://live.wzqmt.com/wztv3/sd/live.m3u8
温州公共频道,http://live.wzqmt.com/wztv4/sd/live.m3u8
磐安新闻综合,http://hlsv2.quklive.com/live/1626400915947070/index.m3u8
磐安文化生活,http://hlsv2.quklive.com/live/1626401163709056/index.m3u8
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
永康新闻综合,http://hlsv2.quklive.com/live/1625061424267104/index.m3u8
永康华溪频道,http://hlsv2.quklive.com/live/1625062755227231/index.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
淳安电视台,https://wtmtylive.yunshicloud.com/tbziu1/ad592j.m3u8
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
临平新闻频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
嵊州新闻综合,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8
嵊泗新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
德清新闻综合,http://live.yingxi.tv/channel1/sd/live.m3u8
德清文化生活,http://live.yingxi.tv/channel2/sd/live.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
泰顺新闻综合,http://pili-live-hls.jrts.tianma3600.com/jrts/dspd.m3u8
文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
南浔综合频道,http://pili-live-hls.nanxunfb.com/nanxun/live3002833-0.m3u8
柯桥新闻综合,https://hlsv2.quklive.com/live/1640945211435051/index.m3u8
柯桥轻纺城时尚,https://hlsv2.quklive.com/live/1640944894797021/index.m3u8
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
建德综合频道,http://livejdrmt.chinamcache.com/live/jdzb02.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
奉化新闻综合,http://live1.fhtv.net.cn/zhzb/sd/live.m3u8
奉化生活娱乐,http://live1.fhtv.net.cn/shys/sd/live.m3u8
镇海综合频道,http://pluslive.zhxww.net/channel1/sd/live.m3u8
镇海先锋影视,http://pluslive.zhxww.net/channel2/sd/live.m3u8
海盐新闻频道,http://lived.dmqhyadmin.com/ds/sd/live.m3u8
桐乡新闻综合,http://live.txcmapp.com/tszh1/sd/live.m3u8
鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8
鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8
天台和合频道,http://hlsv2.quklive.com/live/1617072208961931/index.m3u8
常山新闻综合,https://hlsv2.quklive.com/live/1621306190044902/index.m3u8
江山电视台,http://play-sh.quklive.com/live/1623117710666335.m3u8
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
景宁新闻综合,http://hlsv2.quklive.com/live/1622691799302368/index.m3u8
景宁文化旅游,http://hlsv2.quklive.com/live/1626961770231388/index.m3u8
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
北仑电视台,http://play-sh.quklive.com/live/1626327731714170.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225653/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225749/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225750/index.m3u8
黑莓动画,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8
纯享4K,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.135.138.58:18890/ysten-businessmobile/live/HD-20M-2160P-chunxiang4k/1.m3u8
早教,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240334_1/playlist.m3u8?CONTENTID=00000110240334_1
魅力广东,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVguangdongstv/1.m3u8
魅力广西,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVguangxistv/1.m3u8
魅力吉林,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVjilinstv/1.m3u8
魅力江西,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-chaojijiangxistv/1.m3u8
魅力四川,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVsichuanstv/1.m3u8
魅力山东,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVshandongstv/1.m3u8
魅力云南,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVyunnanstv/1.m3u8
魅力黑龙江,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVheilongjiangstv/1.m3u8
NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225768/index.m3u8
NewTV潮妈辣婆,http://39.135.138.58:18890/PLTV/88888888/224/3221225708/index.m3u8
NewTV东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
NewTV古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
NewTV欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
NewTV热播精选,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
NewTV怡伴健康,http://39.135.138.58:18890/PLTV/88888888/224/3221225666/index.m3u8
NewTV军旅剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
NewTV精品大剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
NewTV精品纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
NewTV精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225709/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
NewTV军事评论,http://39.135.138.58:18890/PLTV/88888888/224/3221225757/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225713/index.m3u8
NewTV精品综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
NewTV农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV武搏世界,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
NewTV中国功夫,http://39.135.138.58:18890/PLTV/88888888/224/3221225660/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001
北京-水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8?contentid=2820180516001
北京-水长城04,https://gcalic.v.myalicdn.com/gc/wgw04_1/index.m3u8?contentid=2820180516001
安徽-黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001
安徽-黄山光明顶,https://gcalic.v.myalicdn.com/gc/hsgmd_1/index.m3u8?contentid=2820180516001
安徽-黄山梦笔生花,https://gcalic.v.myalicdn.com/gc/hsmbsh_1/index.m3u8?contentid=2820180516001
广东-车八岭国家级自然保护区,http://gcbsc.v.live.baishancdnx.cn/gc/hsxkscj_1/index.m3u8
广东-广州塔与海心桥视角,http://gctxyc.liveplay.myqcloud.com/gc/ztb_1_md.m3u8
广东-梅州梅江,http://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
广东-汕头市小公园,http://gcksc.v.kcdnvip.com/gc/bsszjs_1/index.m3u8
CCTV怀旧剧场HD,http://gyang.host:7088/udp/239.253.43.25:5146
CCTV怀旧剧场HD,http://gyang.host:7088/udp/239.253.43.5:5146
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
CCTV-16监听,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV-16监听,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?=txiptv
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
厦门卫视,http://60.174.40.117:85/tsfile/live/0129_1.m3u8?key=%2A%2A%2A
内蒙卫视,http://219.146.95.58:59902/tsfile/live/0109_1.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
厦门卫视,http://219.146.95.58:59902/tsfile/live/0129_1.m3u8?txiptv=
内蒙卫视,http://219.146.95.58:59902/tsfile/live/0109_1.m3u8?txiptv=
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8?mkey=txiptv
周星星,http://live.nctv.top/huya.php?id=11342412
成龙,http://live.nctv.top/huya.php?id=11342386
林正英,http://live.nctv.top/huya.php?id=11342421
李茶的姑妈,http://live.nctv.top/huya.php?id=880261
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
王晶,http://live.nctv.top/huya.php?id=11602058
贺岁档,http://live.nctv.top/huya.php?id=11601986
春节喜剧,http://live.nctv.top/huya.php?id=11352897
速肌,http://live.nctv.top/huya.php?id=11279251
刘德华,http://live.nctv.top/huya.php?id=11342424
丧尸来啦,http://live.nctv.top/huya.php?id=11342422
si神来了,http://live.nctv.top/huya.php?id=11352903
诺兰,http://live.nctv.top/huya.php?id=30080257
古天乐,http://live.nctv.top/huya.php?id=29982675
情人节,http://live.nctv.top/huya.php?id=11352915
女神系列,http://live.nctv.top/huya.php?id=11336571
喜剧专场,http://live.nctv.top/huya.php?id=11602044
Han国动作片,http://live.nctv.top/huya.php?id=11352884
香港贺岁片,http://live.nctv.top/huya.php?id=11601955
红楼梦,http://live.nctv.top/huya.php?id=30080221
许氏三杰,http://live.nctv.top/huya.php?id=11602033
玄幻剧场,http://live.nctv.top/huya.php?id=11342414
曾江,http://live.nctv.top/huya.php?id=11601981
动作电影,http://live.nctv.top/huya.php?id=11602077
国产悬疑,http://live.nctv.top/huya.php?id=11342395
尹正,http://live.nctv.top/huya.php?id=30080231
首尔之春,http://live.nctv.top/huya.php?id=30080226
港片追女仔,http://live.nctv.top/huya.php?id=11602043
孙红雷,http://live.nctv.top/huya.php?id=11352917
合家欢,http://live.nctv.top/huya.php?id=11352877
学不会系列,http://live.nctv.top/huya.php?id=11352945
误杀3,http://live.nctv.top/huya.php?id=880219
曾小贤,http://live.nctv.top/huya.php?id=11336726
李云龙,http://live.nctv.top/huya.php?id=30080238
超级交通站,http://live.nctv.top/huya.php?id=11342433
许三多,http://live.nctv.top/huya.php?id=11342430
父母爱情,http://live.nctv.top/huya.php?id=11602071
苏大强,http://live.nctv.top/huya.php?id=21059594
情满四合院,http://live.nctv.top/huya.php?id=11342426
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
胡八一,http://live.nctv.top/huya.php?id=11352871
搞笑一家人,http://live.nctv.top/huya.php?id=11342402
杨光的快乐生活,http://live.nctv.top/huya.php?id=11602085
狄仁杰,http://live.nctv.top/huya.php?id=11342425
李淳罡,http://live.nctv.top/huya.php?id=11336592
范闲,http://live.nctv.top/huya.php?id=11352960
医馆笑传,http://live.nctv.top/huya.php?id=11352891
小染坊,http://live.nctv.top/huya.php?id=11602086
狄仁杰,http://live.nctv.top/huya.php?id=11352958
春水盈盈,http://live.nctv.top/huya.php?id=30080255
乡村爱情,http://live.nctv.top/huya.php?id=11602088
在哪儿跌倒的还得在哪儿爬起来,http://live.nctv.top/huya.php?id=11602088
